time,AirTC,SlrW,WS,water_temp_surface,chla_surface,chla_0_10m
2020-05-16 04:59:50.680,10.68,18.08,1.883,10.3972,4.3014526,37.068092
2020-05-16 07:59:50.679,11.33,617.5,2.726,10.392485,4.122675,28.583244
2020-05-16 10:59:50.679,12.68,707.4,1.529,10.38768,4.144855,21.533115
2020-05-16 13:59:50.680,15.21,667.9,0.315,10.380532,4.0789943,23.65279
2020-05-16 16:59:50.679,16.27,216.1,0.89,10.368217,3.945786,34.95496
2020-05-16 19:59:50.677,16.45,0.0,6.531,10.356946,3.9627337,31.276682
2020-05-16 22:59:50.679,15.09,0.0,1.853,10.343551,4.193939,34.400333
2020-05-17 01:59:50.678,14.3,0.0,1.591,10.349231,4.122719,30.322853
2020-05-17 04:59:50.677,13.77,108.7,2.148,10.332341,4.0911746,24.829145
2020-05-17 07:59:50.691,15.83,624.3,2.047,10.3046875,4.1425314,26.232004
2020-05-17 10:59:50.676,19.31,870.0,6.352,10.285649,4.3094006,25.28621
2020-05-17 13:59:50.733,20.88,713.4,6.415,10.267885,4.4186053,29.094868
2020-05-17 16:59:50.678,21.04,265.0,8.15,10.2432995,4.30603,39.787083
2020-05-17 19:59:50.730,18.4,0.0,7.469,10.22428,4.343184,35.53803
2020-05-17 22:59:50.692,15.73,0.0,2.366,10.187721,4.4726624,32.048378
2020-05-18 01:59:50.676,13.75,0.0,0.865,10.17735,4.4040546,29.308594
2020-05-18 04:59:50.678,13.25,107.1,1.139,10.172083,4.326165,30.007767
2020-05-18 07:59:50.737,13.62,611.4,2.078,10.162793,4.365288,23.462309
2020-05-18 10:59:50.789,16.67,859.0,0.918,10.149238,4.2488976,21.803144
2020-05-18 13:59:50.697,19.46,713.3,1.779,10.129613,4.132874,21.946486
2020-05-18 16:59:50.677,23.51,273.9,4.608,10.077313,4.1453023,31.279604
2020-05-18 19:59:50.680,20.25,0.0,4.75,10.123185,4.2179523,33.594368
2020-05-18 22:59:50.678,17.94,0.0,2.388,10.10374,4.2583823,31.350878
2020-05-19 01:59:50.677,17.72,0.0,7.579,10.0777855,4.3265634,41.165062
2020-05-19 04:59:50.679,15.9,111.5,0.999,10.0683975,4.877548,36.466484
2020-05-19 07:59:50.752,19.22,628.9,7.856,10.057665,5.104529,26.548607
2020-05-19 10:59:50.680,22.25,869.0,7.417,10.017681,4.8760266,21.011808
2020-05-19 13:59:50.719,23.42,718.2,8.91,10.0058,4.6730337,22.830078
2020-05-19 16:59:50.903,23.63,279.3,6.041,9.967108,4.775238,26.281126
2020-05-19 19:59:50.695,20.86,0.0,6.446,9.928153,4.7727227,28.463953
2020-05-19 22:59:50.759,19.29,0.0,5.597,9.912771,4.6925855,28.63338
2020-05-20 01:59:50.748,18.73,0.0,8.23,,,29.409723
2020-05-23 13:29:49.749,14.76,45.09,4.25,12.147705,4.3100524,28.441595
2020-05-23 14:59:50.724,14.85,51.89,1.456,12.146965,3.7504592,27.946352
2020-05-23 17:59:50.679,14.16,22.53,5.064,12.147809,4.257967,24.693829
2020-05-23 20:59:50.683,11.92,0.0,2.388,12.1477,3.8379893,33.755238
2020-05-24 04:59:49.679,10.73,180.2,2.027,12.1481,3.9672513,31.93543
2020-05-24 07:59:49.676,12.03,632.1,2.036,12.148354,3.7093296,29.173813
2020-05-24 10:59:49.678,14.69,888.0,2.826,12.147394,3.8110392,28.451134
2020-05-24 13:59:49.804,17.21,761.0,2.961,12.1467085,3.6593091,33.44004
2020-05-24 16:59:49.807,19.02,279.1,4.925,12.145893,4.043948,40.085815
2020-05-24 19:59:49.678,16.61,0.0,7.467,12.145716,4.08614,43.096523
2020-05-24 22:59:49.679,15.86,0.0,6.826,12.142787,3.5846157,36.211693
2020-05-25 01:59:49.677,13.89,0.0,4.498,12.146081,3.5682158,37.567333
2020-05-25 04:59:49.678,12.43,126.0,1.28,12.145121,3.6501932,42.56721
2020-05-25 07:59:49.707,13.69,627.2,3.133,12.146945,3.683119,33.63672
2020-05-25 10:59:49.892,16.7,878.0,2.851,12.146185,3.820507,27.399752
2020-05-25 13:59:49.680,20.95,733.6,8.01,12.1484,3.0584455,25.011599
2020-05-25 16:59:49.676,20.88,289.0,7.769,12.146487,3.167293,35.123524
2020-05-25 19:59:49.677,18.23,0.0,10.29,12.1464,3.1831179,33.508656
2020-05-25 22:59:49.679,16.21,0.0,9.35,12.1404915,3.3358638,29.405104
2020-05-26 01:59:49.844,14.16,0.0,2.979,12.075746,3.1775403,34.146255
2020-05-26 04:59:49.714,13.4,131.6,5.023,12.108189,3.1259696,35.969837
2020-05-26 07:59:49.681,15.38,649.3,2.741,12.115559,3.1259696,27.480988
2020-05-26 10:59:49.678,19.86,896.0,3.488,12.107846,3.5142808,22.961142
2020-05-26 13:59:49.679,21.36,756.3,7.266,12.044715,4.2509537,23.044836
2020-05-26 16:59:49.680,21.41,287.7,9.7,12.04117,3.5411656,26.761803
2020-05-26 19:59:49.680,18.86,0.0,9.62,12.008823,3.8062327,29.951584
2020-05-26 22:59:49.678,17.19,0.0,8.57,12.043697,3.7863467,26.494452
2020-05-27 01:59:49.679,14.6,0.0,4.577,12.044285,3.5879602,29.374498
2020-05-27 04:59:49.679,13.38,133.6,1.366,12.003414,3.1798651,30.462706
2020-05-27 07:59:49.678,13.62,628.6,2.608,11.833751,2.9392307,26.638348
2020-05-27 10:59:49.680,16.95,896.0,0.82,11.872074,3.2726388,21.116491
2020-05-27 13:59:49.678,17.79,746.5,2.598,11.816842,2.9182577,17.907295
2020-05-27 16:59:49.678,19.46,292.7,2.174,11.765414,2.8790212,25.774355
2020-05-27 19:59:49.679,19.72,0.0,5.141,11.721805,3.2352684,26.770166
2020-05-27 22:59:49.683,16.67,0.0,1.207,11.65922,3.2717512,23.167608
2020-05-28 01:59:49.678,14.23,0.0,1.875,11.637201,3.1593437,24.709705
2020-05-28 04:59:49.678,12.91,129.5,1.796,11.588827,2.9530702,23.722271
2020-05-28 07:59:49.678,14.41,632.8,1.114,11.577393,2.990486,17.39114
2020-05-28 10:59:49.678,16.81,882.0,1.122,11.5612,3.3464046,11.661555
2020-05-28 13:59:49.680,22.68,747.9,5.864,11.561256,3.322734,16.02151
2020-05-28 16:59:49.681,22.96,307.8,7.173,11.557798,3.1448772,21.35744
2020-05-28 19:59:49.772,19.95,0.0,9.11,11.560168,3.0973957,25.901438
2020-05-28 22:59:49.782,17.41,0.0,11.36,11.562537,3.029701,19.167816
2020-05-29 01:59:49.742,15.43,0.0,6.177,11.5616,3.1163576,20.333914
2020-05-29 04:59:49.680,13.62,128.8,8.66,11.561881,3.0117168,23.202063
2020-05-29 07:59:49.678,15.72,654.7,1.936,11.555982,3.1531112,19.477114
2020-05-29 10:59:49.680,18.66,899.0,8.25,11.551169,3.3434072,18.358238
2020-05-29 13:59:49.679,20.1,747.9,7.716,11.556638,3.2291093,19.322777
2020-05-29 16:59:49.682,20.14,302.7,7.745,11.558561,3.703956,20.87015
2020-05-29 19:59:49.678,17.76,0.0,9.23,11.556958,3.5024512,23.409124
2020-05-29 22:59:49.681,16.25,0.0,2.675,11.555264,3.1077156,21.208605
2020-05-30 02:00:09.679,13.08,0.0,0.915,,,20.860176
2020-05-30 05:00:09.679,12.11,124.7,2.765,12.139412,2.2637577,23.140018
2020-05-30 08:00:09.819,13.88,626.9,0.55,12.0963335,2.2755554,19.564596
2020-05-30 11:00:09.676,16.21,824.0,1.02,12.095775,2.3183591,17.822554
2020-05-30 14:00:09.882,18.82,766.5,0.691,12.062562,2.4283953,19.905222
2020-05-30 17:00:09.765,20.51,298.5,6.0,12.029519,2.539924,26.352484
2020-05-30 20:00:09.678,18.06,0.0,7.515,11.938185,2.353206,31.959265
2020-05-30 23:00:09.680,15.84,0.0,6.971,11.9161005,2.3122547,26.33864
2020-05-31 02:00:09.676,13.17,0.0,0.602,11.896241,2.1978726,29.835577
2020-05-31 05:00:09.679,12.48,131.9,0.658,11.892178,2.2636662,24.952091
2020-05-31 08:00:09.679,14.0,533.0,0.728,11.849265,2.448418,19.592993
2020-05-31 11:00:09.732,15.86,887.0,0.226,11.841865,2.4371068,15.281044
2020-05-31 14:00:09.677,18.32,752.4,0.226,11.843099,2.4746935,18.628773
2020-06-05 23:23:20.361,14.39,0.0,3.291,11.792062,2.461709,33.62335
2020-06-08 07:23:19.726,14.34,295.1,3.985,11.771883,2.5169678,
2020-06-08 10:55:28.821,17.11,465.3,3.731,11.763987,2.3560312,21.94731
2020-06-08 13:59:50.678,18.1,397.5,6.772,11.75744,2.5885155,27.722015
2020-06-08 16:59:50.754,15.34,38.52,5.575,11.747598,2.4508767,33.504894
2020-06-08 19:59:50.679,13.53,0.0,5.608,11.760241,2.3306937,34.030277
2020-06-08 22:59:50.677,13.16,0.0,6.603,11.729493,2.244921,35.826733
2020-06-09 01:59:50.677,13.02,0.0,3.727,,,35.981113
2020-06-09 04:59:50.677,13.05,7.078,4.111,15.790184,4.0685477,31.74709
2020-06-09 07:59:50.678,13.35,75.72,2.744,15.789683,3.9045565,35.226353
2020-06-09 10:59:50.882,14.05,142.9,2.18,15.789518,3.9355671,35.264847
2020-06-09 13:59:50.679,13.74,233.5,5.49,15.7893,3.9985695,30.601435
2020-06-09 16:59:50.680,14.59,29.27,3.774,15.7892,4.039526,41.238033
2020-09-11 09:06:42.677,19.16,552.7,1.848,,,26.317549
2020-09-11 13:59:50.680,22.61,532.2,0.425,20.44753,2.3656814,27.426472
2020-09-11 16:59:50.677,22.81,94.3,0.839,20.42686,2.552117,28.749563
2020-09-12 04:59:50.754,17.7,1.053,1.826,20.422106,2.3839524,26.215883
2020-09-12 16:59:50.875,23.17,90.4,1.42,20.414795,2.4219341,34.51212
2020-09-13 04:59:50.716,18.5,0.563,1.364,20.408495,2.4262748,28.150612
2020-09-13 16:59:50.684,22.96,92.1,0.842,20.405052,2.4315116,25.670765
2020-09-14 04:59:50.867,18.94,0.634,0.983,20.39949,2.4644961,20.746122
2020-09-14 16:59:50.739,23.36,66.85,1.405,20.395567,2.3806612,27.577818
2020-09-15 04:59:50.678,19.99,0.457,1.03,20.392527,2.4650013,29.92321
2020-09-15 16:59:50.906,23.86,89.1,1.577,20.3887,2.7167358,31.800589
2020-09-16 04:59:50.677,19.24,0.313,1.629,20.383429,2.5549989,27.686893
2020-09-16 16:59:50.677,26.78,111.0,6.723,20.376606,2.695094,24.700666
2020-09-17 04:59:50.901,20.81,0.141,3.836,,,24.712652
2020-09-17 16:59:50.725,26.22,74.49,7.299,21.316639,,25.092302
2020-09-18 04:59:50.678,18.37,0.147,1.755,21.316381,3.0639703,23.283228
2020-09-18 16:59:50.678,22.36,72.6,1.152,21.30843,3.0351079,23.80926
2020-09-19 04:59:50.929,18.99,0.0,2.196,21.315289,3.0845284,21.370115
2020-09-19 16:59:50.677,21.17,17.57,1.201,21.307335,3.0653827,25.353622
2020-09-20 04:59:50.677,19.25,0.0,2.579,21.304611,3.0630698,25.501677
2020-09-20 16:59:50.679,19.83,2.026,0.929,21.310604,3.0323653,27.48775
2020-09-21 04:59:50.678,17.53,0.0,1.602,21.308048,3.018052,22.498234
2020-10-01 11:33:24.703,14.5,255.6,1.063,17.2485,,26.196709
2020-10-01 16:59:50.679,14.71,8.32,2.584,17.242386,4.5650425,27.910934
2020-10-01 22:59:50.681,13.4,0.0,1.856,17.230764,4.6524615,24.808966
2020-10-02 04:59:50.902,13.44,0.0,1.607,17.23446,4.617834,24.481709
2020-10-02 10:59:50.678,14.49,66.01,2.613,17.241365,4.634339,23.283358
2020-10-02 16:59:50.677,14.38,4.44,1.046,17.244484,4.470131,29.173386
2020-10-02 22:59:50.677,11.79,0.0,15.3,17.23821,4.601638,27.048712
2020-10-03 04:59:50.677,9.41,0.0,7.438,17.23191,3.8658981,15.019081
2020-10-03 10:59:50.679,10.97,295.7,3.183,17.227854,3.9411023,17.952318
2020-10-03 16:59:50.678,13.94,6.84,3.292,17.21999,4.0335073,25.74646
2020-10-03 22:59:50.854,13.61,0.0,8.42,17.220364,3.9854712,21.215961
2020-10-04 04:59:50.680,13.44,0.0,11.41,17.23204,3.773496,19.381933
2020-10-04 10:59:50.712,14.28,200.1,4.568,17.223433,3.776013,20.397125
2020-10-04 17:00:13.678,14.43,6.925,2.322,17.22049,4.484903,16.738447
2020-10-04 22:59:49.678,13.13,0.0,5.661,17.214354,4.3061275,15.254522
2020-10-05 04:59:49.681,12.01,0.0,5.093,17.208166,3.9608288,18.442734
2020-10-05 10:59:49.676,13.59,342.0,8.04,17.216417,3.3415828,18.546358
2020-10-05 23:00:09.678,13.31,0.0,9.59,17.216185,3.3418267,14.39042
2020-10-06 05:00:09.677,12.95,0.0,4.149,17.212425,3.5006962,15.099204
2020-10-06 11:00:09.679,13.12,126.2,6.116,17.207973,3.3827963,15.321614
2020-10-06 17:00:09.817,13.9,2.533,6.404,17.205463,3.4843142,15.008388
2020-10-06 23:00:09.680,14.54,0.0,5.357,17.202417,3.4780426,10.583532
2020-10-07 05:00:09.747,12.83,0.0,8.05,,,11.583482
2020-10-07 11:00:09.678,13.63,475.2,7.861,13.9795,1.3539449,13.665959
2020-10-07 17:00:09.679,14.57,9.97,4.207,13.9795,1.2706082,16.6584
2020-10-07 23:00:09.680,11.22,0.0,2.026,13.979817,1.3005741,19.142368
2020-10-08 05:00:09.696,10.07,0.0,1.291,13.98009,1.2694178,18.686308
2020-10-08 11:00:09.681,13.26,575.8,1.512,13.9798,1.260742,19.787697
2020-10-08 17:00:09.725,15.28,4.039,2.297,13.979,1.2403991,22.850199
2020-10-08 23:00:09.852,12.65,0.0,1.512,13.9785,1.2833583,22.228456
2020-10-09 05:00:09.842,11.99,0.0,1.282,13.978445,1.2961283,22.44338
2020-10-09 11:00:09.690,13.96,400.9,1.692,13.97792,1.2734002,24.417568
2020-10-09 17:00:09.678,16.11,4.123,0.561,13.982405,1.258437,23.707314
2020-10-09 23:00:09.678,15.04,0.0,2.829,13.981527,1.3409038,18.815987
2020-10-10 05:00:09.679,13.03,0.0,1.244,13.982461,1.279494,25.738762
2020-10-10 11:00:09.769,12.71,161.7,3.063,13.9827,1.3527277,27.904383
2020-10-10 17:00:09.676,11.65,1.67,5.086,13.9827,1.319231,29.023905
2020-10-10 23:00:09.676,10.1,0.0,3.29,13.9826,1.2787921,25.598763
2020-10-11 05:00:09.679,8.79,0.0,4.282,13.9809,1.2585099,25.931894
2020-10-11 11:00:09.707,11.95,652.1,2.986,13.981204,1.2916917,25.721304
2020-10-11 17:00:09.678,9.91,0.914,5.228,13.9828,1.2586043,20.962217
2020-10-11 23:00:09.710,8.8,0.0,2.16,13.982799,1.2853004,17.213593
2020-10-12 05:00:09.678,7.551,0.0,4.208,13.983186,1.346397,15.348026
2020-10-12 11:00:09.679,11.14,623.7,5.005,13.984,1.3321056,14.770453
2020-10-12 17:00:09.677,10.97,3.062,5.512,13.983519,1.2786701,14.964701
2020-10-12 23:00:09.782,8.41,0.0,2.197,13.982974,1.2811626,14.4275255
2020-10-13 05:00:09.678,6.409,0.0,2.671,13.983673,1.4765886,14.107172
2020-10-13 11:00:09.678,8.75,383.8,1.695,13.9841,1.3183266,17.085447
2020-10-13 14:23:47.843,10.13,117.3,0.711,13.984,1.304239,16.606241
2020-10-13 14:59:49.678,10.34,53.48,0.429,13.982695,1.2862504,15.725941
2020-10-13 15:59:49.680,10.58,57.37,0.928,13.982712,1.2839475,14.189005
2020-10-13 16:59:49.744,10.53,1.37,1.088,13.9826,1.364491,14.877183
2020-10-13 17:59:49.678,10.3,0.0,1.721,13.983386,1.3483437,15.555522
2020-10-13 18:59:49.678,10.03,0.0,1.688,13.983776,1.2958444,15.5131
2020-10-13 19:59:49.679,10.06,0.0,1.428,13.981406,1.337511,15.102828
2020-10-13 20:59:49.679,10.14,0.0,4.681,13.982782,1.2909273,16.391207
2020-10-13 21:59:49.679,9.71,0.0,4.888,13.9823,1.323442,15.550905
2020-10-13 22:59:49.676,8.99,0.0,3.265,13.9810295,1.3026136,16.72024
2020-10-13 23:59:49.680,8.66,0.0,1.703,13.9793,1.3555808,16.285955
2020-10-14 00:59:49.680,8.52,0.0,1.921,13.981622,1.28436,15.582996
2020-10-14 01:59:49.679,8.56,0.0,1.45,13.9822,1.2429024,16.90813
2020-10-14 02:59:49.678,8.3,0.0,1.469,13.983908,1.3463273,16.765066
2020-10-14 03:59:49.678,8.6,0.0,0.902,13.983672,1.325318,16.009695
2020-10-14 04:59:49.741,8.51,0.0,0.954,13.985043,1.2798578,14.962259
2020-10-14 05:59:49.678,8.59,3.252,1.888,13.983735,1.3231938,16.37946
2020-10-14 06:59:49.901,8.82,43.82,1.692,13.984178,1.3411808,17.421816
2020-10-14 07:59:49.890,9.3,319.1,4.32,13.983142,1.2975606,19.079247
2020-10-14 08:59:49.748,9.75,421.3,2.571,13.98212,1.278873,18.886286
2020-10-14 09:59:49.680,10.12,180.9,1.604,13.981974,1.2909234,20.096165
2020-10-14 10:59:49.788,10.59,191.0,2.273,13.981012,1.2873845,20.27922
2020-10-14 11:59:49.681,10.84,318.1,3.179,13.980371,1.262081,20.348116
2020-10-14 12:59:49.679,11.8,297.1,1.219,13.980869,1.2837672,20.841738
2020-10-14 13:59:49.697,11.3,108.7,2.818,13.980356,1.3337045,20.882505
2020-10-14 16:59:50.678,10.54,1.686,6.432,13.9804,1.2768451,21.554232
2020-10-14 22:59:50.679,8.49,0.0,5.464,13.9798,1.262081,18.227272
2020-10-15 04:59:50.679,7.843,0.0,6.501,13.980547,1.337829,18.459824
2020-10-15 11:00:14.680,9.59,548.2,5.222,13.981799,1.302355,16.477896
2020-10-15 17:00:14.680,8.8,0.681,5.11,13.981338,1.2676805,17.626825
2020-10-15 23:00:14.677,8.55,0.0,5.047,13.979256,1.3038483,10.664031
2020-10-16 05:00:14.681,9.06,0.0,3.512,13.98078,1.28316,12.144707
2020-10-16 11:00:14.678,11.41,612.6,6.182,13.983822,1.3214842,10.635689
2020-10-16 17:00:14.678,11.31,1.464,9.16,13.9782,1.3597177,9.873754
2020-10-16 23:00:14.677,10.08,0.0,5.486,13.9783,1.346397,10.452635
2020-10-17 05:00:14.840,10.01,0.0,2.086,,,12.166098
2020-10-17 11:00:14.676,10.81,294.9,2.764,13.7513,1.8466712,13.8834715
2020-10-17 17:00:14.678,11.66,0.502,2.603,13.751274,1.810135,14.325286
2020-10-17 23:00:14.682,10.02,0.0,1.789,13.75115,1.8373854,17.41086
2020-10-18 05:00:14.681,9.88,0.0,1.289,13.7522,1.8896096,15.894704
2020-10-18 11:00:35.677,11.01,273.5,2.08,13.7531,1.9520444,15.865141
2020-10-18 17:00:35.677,12.08,0.167,1.334,13.751323,1.8044137,16.566921
2020-10-18 23:00:35.679,9.17,0.0,1.586,13.7517,1.7231022,13.580691
2020-10-19 05:00:35.924,7.002,0.0,1.808,13.7511,1.9431264,13.146969
2020-10-21 12:10:47.700,17.68,397.1,2.464,13.750455,1.7789114,21.75256
2020-10-21 16:59:49.677,16.57,0.062,1.079,13.751179,1.947389,23.274233
2020-10-21 22:59:49.681,14.08,0.0,1.266,13.7513,1.8887085,21.993273
2020-10-22 04:59:49.678,11.98,0.0,2.167,13.749752,1.9743081,22.691654
2020-10-22 10:59:49.679,13.53,224.3,2.103,13.748914,1.7945503,25.564625
2020-10-22 16:59:49.758,12.74,0.0,0.748,13.748407,1.7870905,24.216827
2020-10-22 22:59:49.679,12.98,0.0,0.967,13.749913,1.8166302,18.637
2020-10-23 04:59:49.680,12.92,0.0,0.237,13.7494,1.8673503,18.237074
2020-10-23 10:59:49.679,12.81,89.4,0.415,13.746349,1.9099329,16.869097
2020-10-23 16:59:49.677,13.19,0.0,2.254,13.74717,1.894451,16.80061
2020-10-23 22:59:49.679,12.47,0.0,1.454,13.746813,1.8373348,19.867111
2020-10-24 04:59:49.681,11.76,0.0,1.279,13.74007,1.6964505,16.652304
2020-10-24 10:59:49.678,12.79,540.6,1.165,13.730599,1.8289858,17.567263
2020-10-24 16:59:49.679,13.19,0.0,1.561,13.7309,1.746898,20.953917
2020-10-24 22:59:49.688,10.44,0.0,1.661,13.73332,1.7854476,17.95305
2020-10-25 05:00:09.681,9.4,0.0,1.74,13.706799,1.8008602,20.330477
2020-10-25 11:00:09.683,12.35,520.8,0.833,13.700548,1.7486037,21.891403
2020-10-25 17:00:29.679,13.43,0.0,3.978,13.703974,1.8094082,21.372318
2020-10-25 23:00:29.904,14.58,0.0,2.012,13.707249,1.6920499,21.515202
2020-10-26 05:00:29.678,8.28,0.0,0.658,13.682745,1.7809995,19.459602
2020-10-26 11:00:29.753,7.693,47.14,1.756,13.680535,1.6013519,18.702991
2020-10-26 17:00:29.681,8.39,0.0,0.791,13.670438,1.620424,18.995419
2020-10-26 23:00:29.770,8.9,0.0,1.267,13.621724,1.7026428,19.897787
2020-10-27 05:00:29.676,8.61,0.0,4.537,13.311327,2.1571357,19.568327
2020-10-27 11:00:29.679,10.3,484.3,5.476,13.307329,2.2073138,19.201586
2020-10-27 17:00:29.687,11.72,0.0,3.908,13.310511,2.1039956,16.59033
2020-10-27 23:00:29.680,10.5,0.0,1.521,13.310755,2.2151732,17.72156
2020-10-28 05:00:29.925,9.67,0.0,4.599,13.324942,2.1987202,17.867344
2020-10-28 11:00:29.678,9.88,137.0,0.49,13.33723,2.0221171,18.742868
2020-10-28 17:00:29.888,12.39,0.0,1.986,13.343278,2.2339697,21.13391
2020-10-28 23:00:29.678,14.1,0.0,5.635,13.342601,2.254118,17.833406
2020-10-29 05:00:29.678,11.88,0.0,5.167,13.340872,2.1337025,14.146578
2020-10-29 11:00:29.679,12.18,138.2,3.436,13.341834,2.084947,13.895604
2020-10-29 17:00:29.678,12.92,0.0,1.128,13.342713,2.0926142,15.499442
2020-10-29 23:00:29.679,11.39,0.0,1.389,13.3423,2.111915,16.941906
2020-10-30 05:00:29.679,10.83,0.0,0.732,13.3436,2.151745,18.163544
2020-10-30 11:00:29.890,12.88,331.2,0.287,13.3432,2.1803284,16.475294
2020-10-30 17:00:29.678,12.48,0.0,0.018,13.343,2.146863,24.875175
2020-10-30 23:00:29.764,10.7,0.0,1.266,13.34332,2.1607316,24.590618
2020-10-31 05:00:29.678,8.89,0.0,1.924,13.3437,2.1935794,23.602268
2020-10-31 11:00:29.677,10.39,511.8,2.122,13.3431,2.2173426,27.448606
2020-10-31 17:00:29.680,9.79,0.0,0.575,13.3443,2.1375484,30.133657
2020-10-31 23:00:29.679,8.75,0.0,1.285,13.344,2.0860255,28.64893
2020-11-01 05:00:29.680,8.88,0.0,1.709,13.343374,2.1643126,28.76655
2020-11-01 11:00:29.677,10.92,258.7,0.661,13.343071,2.1440089,32.812622
2020-11-01 17:00:29.680,12.91,0.0,0.045,13.3429,2.046702,30.346653
2020-11-01 23:00:29.679,13.49,0.0,1.245,13.343,2.192456,31.31162
2020-11-02 05:00:29.679,13.88,0.0,0.687,13.34178,2.1694674,32.42924
2020-11-02 11:00:29.685,14.66,287.4,0.03,13.340984,2.4280176,34.959152
2020-11-02 17:00:29.680,16.25,0.0,1.658,13.3410635,2.304238,40.075893
2020-11-02 23:00:52.680,16.06,0.0,0.842,13.339426,2.2658308,37.27459
2020-11-03 05:00:52.678,13.56,0.0,1.153,13.339166,2.2042038,39.73138
2020-11-03 11:00:52.679,14.4,48.61,3.183,13.339384,2.1787074,41.07246
2020-11-03 17:00:52.764,10.64,0.0,5.164,13.338398,2.2164273,30.773
2020-11-03 23:00:52.679,10.27,0.0,1.447,13.339,2.1070862,27.364923
2020-11-04 05:00:52.677,9.77,0.0,1.529,13.3387,2.096008,25.488892
2020-11-04 11:00:52.745,9.46,164.3,7.426,13.339128,2.1429389,31.054226
2020-11-04 17:00:52.768,9.12,0.0,6.052,13.338547,2.2047112,28.785563
2020-11-04 23:00:52.677,9.31,0.0,5.64,13.3379,2.2166955,27.454636
2020-11-05 05:00:52.676,9.03,0.0,2.603,13.3376,2.2556803,26.844551
2020-11-05 11:00:52.678,10.05,104.3,2.498,13.337706,2.1725585,32.730606
2020-11-05 17:00:53.022,10.0,0.0,4.805,13.3379,2.1607642,33.424774
2020-11-05 23:00:52.981,9.93,0.0,2.392,13.3374,2.2413945,31.480343
2020-11-06 05:00:52.678,10.09,0.0,2.72,12.859995,3.5765383,30.381462
2020-11-06 11:00:52.678,10.77,455.9,2.68,12.858392,3.3588135,33.261257
2020-11-06 17:00:52.694,10.5,0.0,1.86,12.8576,3.184234,37.67319
2020-11-06 23:00:52.681,9.1,0.0,1.703,12.858765,3.4247513,33.859467
2020-11-07 05:00:52.686,8.19,0.0,1.47,12.859502,3.289963,33.52206
2020-11-07 11:00:52.677,9.53,363.4,0.843,12.859311,3.2401998,37.444553
2020-11-07 17:00:52.678,9.81,0.0,0.782,12.861595,3.3656852,37.033634
2020-11-07 23:00:52.677,9.47,0.0,1.225,12.861648,3.4297574,34.304794
2020-11-08 05:00:52.681,9.67,0.0,0.817,12.863745,3.1761074,39.684868
2020-11-08 11:00:52.740,10.72,273.4,1.083,12.8621,3.3592532,40.774376
2020-11-08 17:00:52.678,11.81,0.0,1.498,12.859642,3.1672018,42.55862
2020-11-08 23:00:52.678,10.4,0.0,1.762,12.862456,3.2595024,21.16832
2020-11-09 05:00:52.679,9.39,0.0,1.177,12.862654,3.3014235,19.779676
2020-11-09 11:00:52.676,10.42,197.1,2.534,12.856558,3.2754622,24.98924
2020-11-09 17:00:52.680,10.62,0.0,0.615,12.856328,3.36791,34.075874
2020-11-09 23:00:52.678,9.55,0.0,2.083,12.858925,3.4290214,37.376686
2020-11-10 05:00:52.810,9.66,0.0,1.884,12.85796,3.3109205,44.262386
2020-11-10 11:00:52.798,10.13,82.5,1.296,12.8575,3.3518567,49.428226
2020-11-10 17:00:52.679,10.31,0.0,1.263,12.858527,3.3899748,47.89906
2020-11-10 23:00:52.679,10.09,0.0,1.893,12.8577,3.3549154,42.8055
2020-11-11 05:00:52.676,9.89,0.0,1.968,12.858989,3.292971,42.37573
2020-11-11 11:00:52.881,10.84,441.0,0.963,12.858335,3.3372514,43.896988
2020-11-11 17:00:52.677,11.18,0.0,1.627,12.8577,3.4552755,49.546555
2020-11-11 23:00:52.734,10.5,0.0,1.815,12.861887,3.4961941,47.609653
2020-11-12 05:00:52.679,9.71,0.0,1.469,12.860353,3.4354835,46.02938
2020-11-12 11:00:52.764,10.66,437.6,1.408,12.867764,3.4653277,45.1388
2020-11-12 17:00:52.678,12.86,0.0,2.859,12.8681,3.4002712,44.870724
2020-11-12 23:00:52.677,10.48,0.0,2.242,12.867707,3.4992623,40.649853
2020-11-13 05:00:52.676,9.59,0.0,1.339,12.866541,3.428936,40.183754
2020-11-13 11:00:52.678,9.59,0.0,1.339,12.866962,3.3546596,38.192455
2020-11-13 17:00:52.677,9.59,0.0,1.339,12.867178,3.3668103,36.90426
2020-11-13 23:00:52.677,9.59,0.0,1.339,12.8651,3.4986882,37.98533
2020-11-14 05:00:52.966,9.59,0.0,1.339,12.865556,3.4075685,36.966988
2020-11-14 11:00:52.678,9.59,0.0,1.339,12.866289,3.608539,36.596
2020-11-14 17:00:52.679,13.32,0.0,5.648,12.867946,3.5254815,41.89646
2020-11-14 23:00:52.679,13.32,0.0,5.648,12.8665,3.4840763,38.298252
2020-11-15 05:00:52.679,13.32,0.0,5.648,12.869773,3.2749624,38.472866
2020-11-15 11:00:52.676,13.32,0.0,5.648,12.869319,3.4035769,46.89979
2020-11-15 17:00:52.684,13.32,0.0,5.648,12.8696,3.4307206,48.316597
2020-11-15 23:00:52.785,13.32,0.0,5.648,12.8691,3.5668797,45.967213
2020-11-16 05:00:52.678,9.79,0.0,0.727,12.524076,5.0847564,42.068157
2020-11-16 11:00:52.680,11.22,420.9,2.718,12.522651,4.777249,38.55763
